timestamp,test,pred
4009,0.98,0.9929693438040671
4010,1.0270000000000001,0.9970078329214233
4011,0.9840000000000001,0.9935922882743148
4012,0.996,0.9794629920580518
4013,1.035,1.0336041961339202
4014,0.953,0.9772390704681674
4015,0.973,0.9788302794140225
4016,1.051,1.0364139168131492
4017,0.945,0.9844457869285536
4018,1.055,1.0036544143041612
4019,0.996,1.0134387175719743
4020,1.0,0.9788239972332309
4021,0.98,1.0181703836968607
4022,0.9690000000000001,0.9939606169744432
4023,1.016,0.9952854644042085
4024,0.988,0.9837597312638744
4025,0.953,0.9846286662256759
4026,1.016,0.9697165221419695
4027,0.977,1.018817784565837
4028,0.9690000000000001,0.9848308574577507
4029,1.016,0.9770108581226791
4030,0.996,1.006518550036524
4031,1.0390000000000001,0.9822742028304832
4032,0.934,1.0191538474342798
4033,0.9690000000000001,0.9900405376513615
4034,0.977,0.9804425733181029
4035,0.988,0.9953607244938989
4036,0.973,0.9697299165885446
4037,0.973,1.020406311372128
4038,1.0,0.9867368435454844
4039,1.031,0.9823084733102687
4040,0.9840000000000001,1.0082892898576117
4041,1.0,0.9792380045122132
4042,1.02,1.0280934727465099
4043,0.961,0.9889068298501092
4044,1.0,0.9853802435953052
4045,1.023,0.9768433930111776
4046,0.98,0.9559950384999042
4047,1.047,1.050062780497458
4048,0.9840000000000001,1.0143143763216802
4049,0.973,1.029287378189041
4050,1.02,0.9752134697719202
4051,0.98,1.0071371017610111
4052,1.012,1.0057148023987723
4053,1.031,1.0126437723254753
4054,0.973,1.0069515034176098
4055,0.9690000000000001,0.9882992557845457
4056,1.035,0.9840534113302551
4057,1.012,1.0130227651575912
4058,1.0590000000000002,0.9870761429903536
4059,0.996,0.9828505701727738
4060,0.996,0.9994759384047677
4061,0.977,0.9856404365331322
4062,1.023,0.9937662166294218
4063,1.004,1.0104278121362829
4064,0.9690000000000001,1.0244036461029236
4065,0.953,1.016531044218097
4066,1.004,0.9772258059574922
4067,0.9690000000000001,0.9869386949164911
4068,0.98,0.973784803717326
4069,1.008,0.9957274093483292
4070,0.992,0.9928817159748557
4071,0.961,0.9992606633681
4072,1.012,0.9908133056103856
4073,0.9690000000000001,0.9957105280495937
4074,0.953,0.9979068150834247
4075,1.031,1.008640920235589
4076,0.961,1.0212299157901084
4077,1.0390000000000001,0.9993207381594585
4078,0.988,0.9760743159114135
4079,0.992,0.9923899929568463
4080,0.9840000000000001,0.9789552913919501
4081,0.996,1.0025341735887683
4082,1.0,0.986053378344218
4083,0.965,0.9981718657871171
4084,1.0,0.9996011901030772
4085,0.996,0.9923089875995476
4086,0.98,1.0172948307907095
4087,1.004,1.003562435264719
4088,1.0590000000000002,0.9868290619468997
4089,0.996,1.0028672154928264
4090,1.02,0.9845111072736101
4091,0.9840000000000001,0.9989958333120533
4092,0.988,0.994230804157782
4093,0.992,0.9860257090782395
4094,0.98,0.9925236319238999
4095,0.965,0.9749931509468402
4096,1.0390000000000001,0.9813603072856842
4097,1.008,1.0148044032581758
4098,1.047,0.9807667968577078
4099,0.992,0.9959251970821498
4100,0.992,1.0213871564781607
4101,1.0390000000000001,0.9786410720540347
4102,0.973,1.0148354815576568
4103,0.9840000000000001,0.986167063256526
4104,1.035,0.9913759148563439
4105,0.996,0.9994960917100516
4106,1.0,0.9668163420028709
4107,1.012,0.9905262233298134
4108,0.98,1.0049201915994819
4109,1.004,0.9892639010785056
4110,0.977,0.9889125163976428
4111,0.965,1.0185805121900307
4112,1.016,1.0006730107765764
4113,0.9690000000000001,1.0019706132969686
4114,0.953,1.009139420144703
4115,1.0270000000000001,1.008406734994526
4116,0.9690000000000001,0.9926411073136914
4117,0.996,0.9896881592055815
4118,1.031,0.995990207378446
4119,0.992,0.9788893163936614
4120,0.98,0.9887615697128047
4121,1.0390000000000001,0.9843581947386084
4122,0.98,0.9932864203005721
4123,0.965,1.0031263370634698
4124,1.004,0.9882067146546273
4125,0.965,1.0113909004969854
4126,1.055,1.0167711993699842
4127,0.98,0.9911316607615702
4128,0.9690000000000001,1.0268149667055781
4129,0.988,0.9869191047728498
4130,1.0,0.961150577181046
4131,1.012,0.9917881209225269
4132,1.0,0.9781316547367686
4133,1.031,0.9688646768195232
4134,0.9840000000000001,1.0292534238640048
4135,0.961,0.9839629297131804
4136,1.004,1.0172637824720976
4137,0.98,0.9990005717459934
4138,0.93,0.9914855989480715
4139,0.992,0.9779176631780756
4140,0.9840000000000001,0.986324684664968
4141,0.9840000000000001,1.0059693929554798
4142,0.9570000000000001,0.9551443139502646
4143,0.988,0.9906535329441878
4144,1.035,1.0021169572179505
4145,0.98,0.9675902238558758
4146,0.988,0.9742005473004584
4147,1.043,1.0406604252588354
4148,1.004,0.993366732494468
4149,1.055,1.009863481960938
4150,1.0270000000000001,0.98529495064009
4151,0.965,0.9859751871161544
4152,1.008,1.0064273169865663
4153,1.0270000000000001,0.9834646625129967
4154,0.992,0.9908125110704128
4155,1.02,1.0204451869713629
4156,0.9840000000000001,0.9861616272286676
4157,0.973,0.9981194321850625
4158,1.062,1.0124392507648574
4159,1.02,1.0054445594364467
4160,0.98,1.019401952636455
4161,1.0390000000000001,0.9775818325337537
4162,1.0,0.9686068682948229
4163,0.965,0.999050111464574
4164,0.961,0.9839548068971328
4165,0.953,0.9760200636534369
4166,1.043,1.0188385560965156
4167,0.996,0.9815901802536101
4168,1.047,0.9967301350014252
4169,0.996,1.0206851967258614
4170,0.9690000000000001,1.004488521290652
4171,1.016,1.0393681412788676
4172,0.988,0.9861727891512677
4173,0.941,0.9751083624009437
4174,0.9690000000000001,0.9955874322891051
4175,0.977,0.9901298155616038
4176,0.953,0.9850045745259229
4177,1.0,1.001973248274947
4178,1.004,0.9824911721184881
4179,1.004,0.9984761737099299
4180,1.023,0.9847527409307585
4181,0.9840000000000001,1.0031684642000633
4182,0.98,1.0248145571456282
4183,1.0590000000000002,0.977398890687666
4184,1.031,0.9961352167980552
4185,0.98,1.0052076631023676
4186,0.992,0.9858590892548247
4187,0.9690000000000001,1.011389881769674
4188,1.02,0.9713974033635784
4189,0.992,0.9700939164353934
4190,1.0,1.0324240106787692
4191,0.965,0.9714762960445822
4192,1.0,0.9895542944186493
4193,1.02,1.0171322870049013
4194,1.023,0.9818493020557696
4195,1.031,0.968473608968317
4196,0.98,1.0204138240075127
4197,0.977,0.9770090751316935
4198,0.988,0.9952793703999105
4199,0.992,1.030818414944116
4200,0.98,0.9961683855228268
4201,0.977,1.0346285241829547
4202,0.996,0.9823797754619293
4203,1.062,0.9764574424222007
4204,0.9570000000000001,1.0011554569762466
4205,0.9840000000000001,0.9804922266033574
4206,1.047,0.9665197704829227
4207,0.9690000000000001,1.0277837973596466
4208,1.008,0.9780353648304808
4209,1.008,0.9699545324065973
4210,0.961,1.0261421883006407
4211,1.0,0.9814602456744663
4212,1.0390000000000001,0.9798843761983158
4213,1.008,1.0292522331532226
4214,1.062,0.984440770522626
4215,0.9840000000000001,0.9950038036206671
4216,0.961,1.0247245588331697
4217,1.0,0.9803943350443579
4218,0.996,1.0450817568695663
4219,1.008,1.0043956300595365
4220,1.031,0.9983154070512007
4221,0.977,0.9474584617349361
4222,0.9840000000000001,0.9846804492798847
4223,1.051,0.9887456573280602
4224,0.9490000000000001,0.9662285070503178
4225,1.051,0.9940264350812426
4226,0.988,0.9974068789090932
4227,0.9840000000000001,0.9780721379258429
4228,0.992,0.9960353816114539
4229,0.9840000000000001,1.012325595247355
4230,1.0,0.9925792098690837
4231,0.961,1.002329439236376
4232,1.0,1.030889564797427
4233,1.02,0.9941255695658765
4234,0.9570000000000001,1.002575667594283
4235,0.961,0.9966297350676439
4236,1.004,0.9787978895993177
4237,0.965,0.9982707818659206
4238,0.965,0.977936231296703
4239,1.035,0.985064368412488
4240,0.98,1.0281679586405583
4241,1.0390000000000001,0.9802754899130321
4242,0.988,0.9938247367865999
4243,0.98,1.0194332557390346
4244,1.012,0.9787488079152065
4245,0.9840000000000001,1.0160334554489234
4246,0.98,0.9867362567950106
4247,0.965,0.9875805868834873
4248,0.9490000000000001,1.0089397560817321
4249,1.012,0.9798444275504453
4250,0.9690000000000001,0.9913857764650991
